pilot_index,norm_name,doc_id,source_file,source_path,file_type,is_eval_ground_truth,sampling_reason,sample_score,base_sample_score,eval_question_count,selection_bucket,table_density_proxy,hard_distractor,hard_distractor_reason,issuer,project_name,business_type_candidates,eval_files,eval_raw_examples,metadata_source,metadata_budget,notice_id,notice_round,published_at,bid_start,bid_deadline,external_notice_id,final_notice_id,notice_id_status,notice_id_evidence,rank_index,doc_key,pilot_doc_id,selection_aliases
31,그랜드코리아레저(주)_2024년도 GKL 그룹웨어 시스템 구축 용역,doc_b047ec461265,그랜드코리아레저(주)_2024년도 GKL  그룹웨어 시스템 구축 용역.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/그랜드코리아레저(주)_2024년도 GKL  그룹웨어 시스템 구축 용역.hwp,hwp,True,eval_ground_truth,0,0,14,구축,0,False,,그랜드코리아레저(주),2024년도 GKL 그룹웨어 시스템 구축 용역,구축,"eval_batch_01.csv, eval_batch_02.csv, eval_batch_03.csv, eval_batch_04.csv, eval_batch_05.csv",그랜드코리아레저(주)_2024년도 GKL  그룹웨어 시스템 구축 용역.hwp,,,,,,,,,,missing,,31,그랜드코리아레저(주)_2024년도 GKL 그룹웨어 시스템 구축 용역,Db047ec4612,그랜드코리아레저(주)_2024년도 GKL 그룹웨어 시스템 구축 용역.hwp | 그랜드코리아레저(주)_2024년도 GKL 그룹웨어 시스템 구축 용역 | 2024년도 GKL 그룹웨어 시스템 구축 용역 | 그랜드코리아레저주2024년도GKL그룹웨어시스템구축용역.hwp
32,대한상공회의소_기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고,doc_7f128c9a0991,대한상공회의소_기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/대한상공회의소_기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고.hwp,hwp,True,eval_ground_truth,0,0,14,홈페이지/포털,0,False,,대한상공회의소,기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고,홈페이지/포털,"eval_batch_16.csv, eval_batch_17.csv, eval_batch_18.csv, eval_batch_19.csv, eval_batch_20.csv",대한상공회의소_기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고.hwp,,,,,,,,,,missing,,32,대한상공회의소_기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고,D7f128c9a09,대한상공회의소_기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고.hwp | 대한상공회의소_기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고 | 기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고 | 대한상공회의소기업재생에너지지원센터홈페이지개편및시스템고.hwp
33,사단법인 보험개발원_실손보험 청구 전산화 시스템 구축 사업,doc_ff6b5f6cfc3f,사단법인 보험개발원_실손보험 청구 전산화 시스템 구축 사업.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/사단법인 보험개발원_실손보험 청구 전산화 시스템 구축 사업.hwp,hwp,True,eval_ground_truth,0,0,14,구축,0,False,,사단법인 보험개발원,실손보험 청구 전산화 시스템 구축 사업,구축,"eval_batch_11.csv, eval_batch_12.csv, eval_batch_13.csv, eval_batch_14.csv, eval_batch_15.csv",사단법인 보험개발원_실손보험 청구 전산화 시스템 구축 사업.hwp,,,,,,,,,,missing,,33,사단법인 보험개발원_실손보험 청구 전산화 시스템 구축 사업,Dff6b5f6cfc,사단법인 보험개발원_실손보험 청구 전산화 시스템 구축 사업.hwp | 사단법인 보험개발원_실손보험 청구 전산화 시스템 구축 사업 | 실손보험 청구 전산화 시스템 구축 사업 | 사단법인보험개발원실손보험청구전산화시스템구축사업.hwp
34,을지대학교_을지대학교 비교과시스템 개발,doc_c36a4de5f236,을지대학교_을지대학교 비교과시스템 개발.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/을지대학교_을지대학교 비교과시스템 개발.hwp,hwp,True,eval_ground_truth,0,0,14,구축,0,False,,을지대학교,을지대학교 비교과시스템 개발,구축,"eval_batch_11.csv, eval_batch_12.csv, eval_batch_13.csv, eval_batch_14.csv, eval_batch_15.csv, eval_batch_17.csv, eval_batch_18.csv, eval_batch_19.csv, eval_batch_20.csv",을지대학교_을지대학교 비교과시스템 개발.hwp,,,,,,,,,,missing,,34,을지대학교_을지대학교 비교과시스템 개발,Dc36a4de5f2,을지대학교_을지대학교 비교과시스템 개발.hwp | 을지대학교_을지대학교 비교과시스템 개발 | 을지대학교 비교과시스템 개발 | 을지대학교을지대학교비교과시스템개발.hwp
35,재단법인 광주광역시 광주문화재단_2024년 광주문화예술통합플랫폼 시스,doc_743760c377a9,재단법인 광주광역시 광주문화재단_2024년 광주문화예술통합플랫폼 시스.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/재단법인 광주광역시 광주문화재단_2024년 광주문화예술통합플랫폼 시스.hwp,hwp,True,eval_ground_truth,0,0,14,기타,0,False,,재단법인 광주광역시 광주문화재단,2024년 광주문화예술통합플랫폼 시스,,"eval_batch_21.csv, eval_batch_22.csv, eval_batch_23.csv, eval_batch_24.csv, eval_batch_25.csv",재단법인 광주광역시 광주문화재단_2024년 광주문화예술통합플랫폼 시스.hwp,,,,,,,,,,missing,,35,재단법인 광주광역시 광주문화재단_2024년 광주문화예술통합플랫폼 시스,D743760c377,재단법인 광주광역시 광주문화재단_2024년 광주문화예술통합플랫폼 시스.hwp | 재단법인 광주광역시 광주문화재단_2024년 광주문화예술통합플랫폼 시스 | 2024년 광주문화예술통합플랫폼 시스 | 재단법인광주광역시광주문화재단2024년광주문화예술통합플랫폼시스.hwp
36,국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축,doc_e4e4d519e8ae,국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축.hwp,hwp,True,eval_ground_truth,0,0,13,구축,0,False,,국방과학연구소,기록관리시스템 통합 활용 및 보안 환경 구축,"구축, 보안","eval_batch_11.csv, eval_batch_12.csv, eval_batch_13.csv, eval_batch_14.csv, eval_batch_15.csv",국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축.hwp,,,,,,,,,,missing,,36,국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축,De4e4d519e8,국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축.hwp | 국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축 | 기록관리시스템 통합 활용 및 보안 환경 구축 | 국방과학연구소기록관리시스템통합활용및보안환경구축.hwp
37,한국수자원공사_건설통합시스템(CMS) 고도화,doc_9b1bfb38e652,한국수자원공사_건설통합시스템(CMS) 고도화.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국수자원공사_건설통합시스템(CMS) 고도화.hwp,hwp,True,eval_ground_truth,0,0,13,고도화,0,False,,한국수자원공사,건설통합시스템(CMS) 고도화,고도화,"eval_batch_11.csv, eval_batch_12.csv, eval_batch_13.csv, eval_batch_14.csv, eval_batch_15.csv",한국수자원공사_건설통합시스템(CMS) 고도화.hwp,,,,,,,,,,missing,,37,한국수자원공사_건설통합시스템(CMS) 고도화,D9b1bfb38e6,한국수자원공사_건설통합시스템(CMS) 고도화.hwp | 한국수자원공사_건설통합시스템(CMS) 고도화 | 건설통합시스템(CMS) 고도화 | 한국수자원공사건설통합시스템CMS고도화.hwp
38,한국수자원공사_용인 첨단 시스템반도체 국가산단 용수공급사업 타당성,doc_6b466745a576,한국수자원공사_용인 첨단 시스템반도체 국가산단 용수공급사업 타당성.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국수자원공사_용인 첨단 시스템반도체 국가산단 용수공급사업 타당성.hwp,hwp,True,eval_ground_truth,0,0,13,기타,0,False,,한국수자원공사,용인 첨단 시스템반도체 국가산단 용수공급사업 타당성,,"eval_batch_01.csv, eval_batch_02.csv, eval_batch_03.csv, eval_batch_04.csv, eval_batch_05.csv",한국수자원공사_용인 첨단 시스템반도체 국가산단 용수공급사업 타당성.hwp,,,,,,,,,,missing,,38,한국수자원공사_용인 첨단 시스템반도체 국가산단 용수공급사업 타당성,D6b466745a5,한국수자원공사_용인 첨단 시스템반도체 국가산단 용수공급사업 타당성.hwp | 한국수자원공사_용인 첨단 시스템반도체 국가산단 용수공급사업 타당성 | 용인 첨단 시스템반도체 국가산단 용수공급사업 타당성 | 한국수자원공사용인첨단시스템반도체국가산단용수공급사업타당성.hwp
39,한국연구재단_2024년 기초학문자료센터 시스템 운영 및 연구성과물 DB구,doc_9dfe314689f4,한국연구재단_2024년 기초학문자료센터 시스템 운영 및 연구성과물 DB구.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국연구재단_2024년 기초학문자료센터 시스템 운영 및 연구성과물 DB구.hwp,hwp,True,eval_ground_truth,0,0,13,운영,0,False,,한국연구재단,2024년 기초학문자료센터 시스템 운영 및 연구성과물 DB구,운영,"eval_batch_06.csv, eval_batch_07.csv, eval_batch_08.csv, eval_batch_09.csv, eval_batch_10.csv",한국연구재단_2024년 기초학문자료센터 시스템 운영 및 연구성과물 DB구.hwp,,,,,,,,,,missing,,39,한국연구재단_2024년 기초학문자료센터 시스템 운영 및 연구성과물 DB구,D9dfe314689,한국연구재단_2024년 기초학문자료센터 시스템 운영 및 연구성과물 DB구.hwp | 한국연구재단_2024년 기초학문자료센터 시스템 운영 및 연구성과물 DB구 | 2024년 기초학문자료센터 시스템 운영 및 연구성과물 DB구 | 한국연구재단2024년기초학문자료센터시스템운영및연구성과물DB구.hwp
40,한국철도공사 (용역)_[재공고][긴급][협상형]운행정보기록 자동분석시스,doc_6c8d49d36d9f,한국철도공사 (용역)_[재공고][긴급][협상형]운행정보기록 자동분석시스.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국철도공사 (용역)_[재공고][긴급][협상형]운행정보기록 자동분석시스.hwp,hwp,True,eval_ground_truth,0,0,10,기타,0,False,,한국철도공사 (용역),[재공고][긴급][협상형]운행정보기록 자동분석시스,,"eval_batch_21.csv, eval_batch_23.csv, eval_batch_24.csv, eval_batch_25.csv",한국철도공사 (용역)_[재공고][긴급][협상형]운행정보기록 자동분석시스.hwp,,,,,,,,,,missing,,40,한국철도공사 (용역)_[재공고][긴급][협상형]운행정보기록 자동분석시스,D6c8d49d36d,한국철도공사 (용역)_[재공고][긴급][협상형]운행정보기록 자동분석시스.hwp | 한국철도공사 (용역)_[재공고][긴급][협상형]운행정보기록 자동분석시스 | [재공고][긴급][협상형]운행정보기록 자동분석시스 | [긴급][협상형]운행정보기록 자동분석시스 | 한국철도공사용역재공고긴급협상형운행정보기록자동분석시스.hwp
41,연구개발특구진흥재단_사업지표분석시스템 구축 용역 (재공고),doc_ac3dc5727c11,연구개발특구진흥재단_사업지표분석시스템 구축 용역 (재공고).hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/연구개발특구진흥재단_사업지표분석시스템 구축 용역 (재공고).hwp,hwp,False,filler_sample,15,0,0,구축,1,True,notice_variant,연구개발특구진흥재단,사업지표분석시스템 구축 용역 (재공고),구축,,,,,,,,,,,,missing,,41,연구개발특구진흥재단_사업지표분석시스템 구축 용역 (재공고),Dac3dc5727c,연구개발특구진흥재단_사업지표분석시스템 구축 용역 (재공고).hwp | 연구개발특구진흥재단_사업지표분석시스템 구축 용역 (재공고) | 사업지표분석시스템 구축 용역 (재공고) | 연구개발특구진흥재단사업지표분석시스템구축용역재공고.hwp
42,한국수자원공사_국산 표준수운영시스템(iWater Neo) 최적화 및 시범구축 용,doc_eb18260e2607,한국수자원공사_국산 표준수운영시스템(iWater Neo) 최적화 및 시범구축 용.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국수자원공사_국산 표준수운영시스템(iWater Neo) 최적화 및 시범구축 용.hwp,hwp,False,filler_sample,15,0,0,구축,1,True,same_issuer+similar_project_token,한국수자원공사,국산 표준수운영시스템(iWater Neo) 최적화 및 시범구축 용,"구축, 운영",,,,,,,,,,,,missing,,42,한국수자원공사_국산 표준수운영시스템(iWater Neo) 최적화 및 시범구축 용,Deb18260e26,한국수자원공사_국산 표준수운영시스템(iWater Neo) 최적화 및 시범구축 용.hwp | 한국수자원공사_국산 표준수운영시스템(iWater Neo) 최적화 및 시범구축 용 | 국산 표준수운영시스템(iWater Neo) 최적화 및 시범구축 용 | 한국수자원공사국산표준수운영시스템iWaterNeo최적화및시범구축용.hwp
43,한국특허전략개발원 입찰공고_[입찰공고 제2024-017호] 선언표준특허 정보,doc_137942eb55ec,한국특허전략개발원 입찰공고_[입찰공고 제2024-017호] 선언표준특허 정보.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국특허전략개발원 입찰공고_[입찰공고 제2024-017호] 선언표준특허 정보.hwp,hwp,False,filler_sample,15,0,0,구축,1,True,similar_project_token,한국특허전략개발원 입찰공고,[입찰공고 제2024-017호] 선언표준특허 정보,구축,,,,,,,,,,,,missing,,43,한국특허전략개발원 입찰공고_[입찰공고 제2024-017호] 선언표준특허 정보,D137942eb55,한국특허전략개발원 입찰공고_[입찰공고 제2024-017호] 선언표준특허 정보.hwp | 한국특허전략개발원 입찰공고_[입찰공고 제2024-017호] 선언표준특허 정보 | [입찰공고 제2024-017호] 선언표준특허 정보 | 한국특허전략개발원입찰공고입찰공고제2024017호선언표준특허정보.hwp
44,한국공항보안 주식회사_2단계 ERP(재무예산 경영정보)시스템 및 그룹웨어,doc_a9a1f23c0a18,한국공항보안 주식회사_2단계 ERP(재무예산 경영정보)시스템 및 그룹웨어.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국공항보안 주식회사_2단계 ERP(재무예산 경영정보)시스템 및 그룹웨어.hwp,hwp,False,filler_sample,14,0,0,보안,0,True,similar_project_token,한국공항보안 주식회사,2단계 ERP(재무예산 경영정보)시스템 및 그룹웨어,보안,,,,,,,,,,,,missing,,44,한국공항보안 주식회사_2단계 ERP(재무예산 경영정보)시스템 및 그룹웨어,Da9a1f23c0a,한국공항보안 주식회사_2단계 ERP(재무예산 경영정보)시스템 및 그룹웨어.hwp | 한국공항보안 주식회사_2단계 ERP(재무예산 경영정보)시스템 및 그룹웨어 | 2단계 ERP(재무예산 경영정보)시스템 및 그룹웨어 | 한국공항보안주식회사2단계ERP재무예산경영정보시스템및그룹웨어.hwp
45,경상북도 영주시_영주시 스마트 주차 시스템 구축사업,doc_c7a8d30c7c94,경상북도 영주시_영주시 스마트 주차 시스템 구축사업.pdf,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경상북도 영주시_영주시 스마트 주차 시스템 구축사업.pdf,pdf,False,pdf_included,13,1,0,구축,0,True,similar_project_token,경상북도 영주시,영주시 스마트 주차 시스템 구축사업,구축,,,,,,,,,,,,missing,,45,경상북도 영주시_영주시 스마트 주차 시스템 구축사업,Dc7a8d30c7c,경상북도 영주시_영주시 스마트 주차 시스템 구축사업.pdf | 경상북도 영주시_영주시 스마트 주차 시스템 구축사업 | 영주시 스마트 주차 시스템 구축사업 | 경상북도영주시영주시스마트주차시스템구축사업.pdf
46,고려대학교_Student Success Center 시스템 개선 및 교과-비교과 통합관리시스,doc_9f5d0f8b4145,고려대학교_Student Success Center 시스템 개선 및 교과-비교과 통합관리시스.pdf,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/고려대학교_Student Success Center 시스템 개선 및 교과-비교과 통합관리시스.pdf,pdf,False,pdf_included,13,1,0,고도화,0,True,same_issuer,고려대학교,Student Success Center 시스템 개선 및 교과-비교과 통합관리시스,고도화,,,,,,,,,,,,missing,,46,고려대학교_Student Success Center 시스템 개선 및 교과-비교과 통합관리시스,D9f5d0f8b41,고려대학교_Student Success Center 시스템 개선 및 교과-비교과 통합관리시스.pdf | 고려대학교_Student Success Center 시스템 개선 및 교과-비교과 통합관리시스 | Student Success Center 시스템 개선 및 교과-비교과 통합관리시스 | 고려대학교StudentSuccessCenter시스템개선및교과비교과통합관리시스.pdf
47,고려대학교_고려대학교 차세대 LMS(학습관리시스템) 구축 사업,doc_d6662b2b222c,고려대학교_고려대학교 차세대 LMS(학습관리시스템) 구축 사업.pdf,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/고려대학교_고려대학교 차세대 LMS(학습관리시스템) 구축 사업.pdf,pdf,False,pdf_included,13,1,0,구축,0,True,same_issuer,고려대학교,고려대학교 차세대 LMS(학습관리시스템) 구축 사업,구축,,,,,,,,,,,,missing,,47,고려대학교_고려대학교 차세대 LMS(학습관리시스템) 구축 사업,Dd6662b2b22,고려대학교_고려대학교 차세대 LMS(학습관리시스템) 구축 사업.pdf | 고려대학교_고려대학교 차세대 LMS(학습관리시스템) 구축 사업 | 고려대학교 차세대 LMS(학습관리시스템) 구축 사업 | 고려대학교고려대학교차세대LMS학습관리시스템구축사업.pdf
48,고려대학교_차세대 포털·학사 정보시스템 구축 사업 재공고,doc_0661d4d4cbdf,고려대학교_차세대 포털·학사 정보시스템 구축 사업 재공고.pdf,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/고려대학교_차세대 포털·학사 정보시스템 구축 사업 재공고.pdf,pdf,False,pdf_included,13,1,0,구축,0,True,same_issuer+similar_project_token+notice_variant,고려대학교,차세대 포털·학사 정보시스템 구축 사업 재공고,"구축, 홈페이지/포털",,,,,,,,,,,,missing,,48,고려대학교_차세대 포털·학사 정보시스템 구축 사업 재공고,D0661d4d4cb,고려대학교_차세대 포털·학사 정보시스템 구축 사업 재공고.pdf | 고려대학교_차세대 포털·학사 정보시스템 구축 사업 재공고 | 차세대 포털·학사 정보시스템 구축 사업 재공고 | 고려대학교차세대포털·학사정보시스템구축사업재공고.pdf
49,국토교통부 부산지방국토관리청_2024년 교량 IoT 계측시스템 설치 용역,doc_bdd0a0f8eed2,국토교통부 부산지방국토관리청_2024년 교량 IoT 계측시스템 설치 용역.pdf,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/국토교통부 부산지방국토관리청_2024년 교량 IoT 계측시스템 설치 용역.pdf,pdf,False,pdf_included,13,1,0,기타,0,True,similar_project_token,국토교통부 부산지방국토관리청,2024년 교량 IoT 계측시스템 설치 용역,,,,,,,,,,,,,missing,,49,국토교통부 부산지방국토관리청_2024년 교량 IoT 계측시스템 설치 용역,Dbdd0a0f8ee,국토교통부 부산지방국토관리청_2024년 교량 IoT 계측시스템 설치 용역.pdf | 국토교통부 부산지방국토관리청_2024년 교량 IoT 계측시스템 설치 용역 | 2024년 교량 IoT 계측시스템 설치 용역 | 국토교통부부산지방국토관리청2024년교량IoT계측시스템설치용역.pdf
50,대전관광공사_(긴급) 대전컨벤션센터(DCC) 대관 및 고객관리시스템(CRM) 구,doc_84217f860a0f,대전관광공사_(긴급) 대전컨벤션센터(DCC) 대관 및 고객관리시스템(CRM) 구.pdf,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/대전관광공사_(긴급) 대전컨벤션센터(DCC) 대관 및 고객관리시스템(CRM) 구.pdf,pdf,False,pdf_included,13,1,0,기타,0,True,notice_variant+prefix_alias,대전관광공사,(긴급) 대전컨벤션센터(DCC) 대관 및 고객관리시스템(CRM) 구,,,,,,,,,,,,,missing,,50,대전관광공사_(긴급) 대전컨벤션센터(DCC) 대관 및 고객관리시스템(CRM) 구,D84217f860a,대전관광공사_(긴급) 대전컨벤션센터(DCC) 대관 및 고객관리시스템(CRM) 구.pdf | 대전관광공사_(긴급) 대전컨벤션센터(DCC) 대관 및 고객관리시스템(CRM) 구 | (긴급) 대전컨벤션센터(DCC) 대관 및 고객관리시스템(CRM) 구 | 대전컨벤션센터(DCC) 대관 및 고객관리시스템(CRM) 구 | 대전관광공사긴급대전컨벤션센터DCC대관및고객관리시스템CRM구.pdf
51,사단법인 스마트도시협회_스마트시티 종합포털 고도화를 위한 정보화,doc_970b07e9a59c,사단법인 스마트도시협회_스마트시티 종합포털 고도화를 위한 정보화 .pdf,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/사단법인 스마트도시협회_스마트시티 종합포털 고도화를 위한 정보화 .pdf,pdf,False,pdf_included,13,1,0,고도화,0,True,similar_project_token,사단법인 스마트도시협회,스마트시티 종합포털 고도화를 위한 정보화,"고도화, 홈페이지/포털",,,,,,,,,,,,missing,,51,사단법인 스마트도시협회_스마트시티 종합포털 고도화를 위한 정보화,D970b07e9a5,사단법인 스마트도시협회_스마트시티 종합포털 고도화를 위한 정보화 .pdf | 사단법인 스마트도시협회_스마트시티 종합포털 고도화를 위한 정보화 | 스마트시티 종합포털 고도화를 위한 정보화 | 사단법인스마트도시협회스마트시티종합포털고도화를위한정보화.pdf
52,서울특별시_2024년 지도정보 플랫폼 및 전문활용 연계 시스템 고도화 용,doc_0ed5862adb28,서울특별시_2024년 지도정보 플랫폼 및 전문활용 연계 시스템 고도화 용.pdf,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/서울특별시_2024년 지도정보 플랫폼 및 전문활용 연계 시스템 고도화 용.pdf,pdf,False,pdf_included,13,1,0,고도화,0,True,similar_project_token,서울특별시,2024년 지도정보 플랫폼 및 전문활용 연계 시스템 고도화 용,고도화,,,,,,,,,,,,missing,,52,서울특별시_2024년 지도정보 플랫폼 및 전문활용 연계 시스템 고도화 용,D0ed5862adb,서울특별시_2024년 지도정보 플랫폼 및 전문활용 연계 시스템 고도화 용.pdf | 서울특별시_2024년 지도정보 플랫폼 및 전문활용 연계 시스템 고도화 용 | 2024년 지도정보 플랫폼 및 전문활용 연계 시스템 고도화 용 | 서울특별시2024년지도정보플랫폼및전문활용연계시스템고도화용.pdf
53,한국에너지공단_2024년 건축물 에너지효율등급 인증시스템 유지 보수,doc_0162270be99b,한국에너지공단_2024년 건축물 에너지효율등급 인증시스템 유지 보수.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국에너지공단_2024년 건축물 에너지효율등급 인증시스템 유지 보수.hwp,hwp,False,filler_sample,12,0,0,유지관리,0,True,similar_project_token,한국에너지공단,2024년 건축물 에너지효율등급 인증시스템 유지 보수,유지관리,,,,,,,,,,,,missing,,53,한국에너지공단_2024년 건축물 에너지효율등급 인증시스템 유지 보수,D0162270be9,한국에너지공단_2024년 건축물 에너지효율등급 인증시스템 유지 보수.hwp | 한국에너지공단_2024년 건축물 에너지효율등급 인증시스템 유지 보수 | 2024년 건축물 에너지효율등급 인증시스템 유지 보수 | 한국에너지공단2024년건축물에너지효율등급인증시스템유지보수.hwp
54,호서대학교_(긴급) [대학혁신] CanDo시스템 고도화 구축,doc_cbb977d0ab40,호서대학교_(긴급) [대학혁신] CanDo시스템 고도화 구축.pdf,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/호서대학교_(긴급) [대학혁신] CanDo시스템 고도화 구축.pdf,pdf,False,pdf_included,13,1,0,고도화,0,True,notice_variant+prefix_alias,호서대학교,(긴급) [대학혁신] CanDo시스템 고도화 구축,"고도화, 구축",,,,,,,,,,,,missing,,54,호서대학교_(긴급) [대학혁신] CanDo시스템 고도화 구축,Dcbb977d0ab,호서대학교_(긴급) [대학혁신] CanDo시스템 고도화 구축.pdf | 호서대학교_(긴급) [대학혁신] CanDo시스템 고도화 구축 | (긴급) [대학혁신] CanDo시스템 고도화 구축 | [대학혁신] CanDo시스템 고도화 구축 | 호서대학교긴급대학혁신CanDo시스템고도화구축.pdf
55,한국투자공사_홈페이지 시스템 재구축,doc_2362f2a19023,한국투자공사_홈페이지 시스템 재구축.pdf,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국투자공사_홈페이지 시스템 재구축.pdf,pdf,False,pdf_included,13,1,0,구축,0,True,similar_project_token,한국투자공사,홈페이지 시스템 재구축,"구축, 홈페이지/포털",,,,,,,,,,,,missing,,55,한국투자공사_홈페이지 시스템 재구축,D2362f2a190,한국투자공사_홈페이지 시스템 재구축.pdf | 한국투자공사_홈페이지 시스템 재구축 | 홈페이지 시스템 재구축 | 한국투자공사홈페이지시스템재구축.pdf
56,경기도사회서비스원_2024년 통합사회정보시스템 운영지원,doc_5c976ce079ee,경기도사회서비스원_2024년 통합사회정보시스템 운영지원.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경기도사회서비스원_2024년 통합사회정보시스템 운영지원.hwp,hwp,False,filler_sample,12,0,0,운영,0,True,similar_project_token,경기도사회서비스원,2024년 통합사회정보시스템 운영지원,운영,,,,,,,,,,,,missing,,56,경기도사회서비스원_2024년 통합사회정보시스템 운영지원,D5c976ce079,경기도사회서비스원_2024년 통합사회정보시스템 운영지원.hwp | 경기도사회서비스원_2024년 통합사회정보시스템 운영지원 | 2024년 통합사회정보시스템 운영지원 | 경기도사회서비스원2024년통합사회정보시스템운영지원.hwp
57,KOICA 전자조달_[지문] 에콰도르 국가 유전자원 데이터 은행 설립 및 역량,doc_bf3b0950de17,KOICA 전자조달_[지문] 에콰도르 국가 유전자원 데이터 은행 설립 및 역량.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/KOICA 전자조달_[지문] 에콰도르 국가 유전자원 데이터 은행 설립 및 역량.hwp,hwp,False,filler_sample,12,0,0,데이터/AI,0,True,same_issuer+prefix_alias,KOICA 전자조달,[지문] 에콰도르 국가 유전자원 데이터 은행 설립 및 역량,데이터/AI,,,,,,,,,,,,missing,,57,KOICA 전자조달_[지문] 에콰도르 국가 유전자원 데이터 은행 설립 및 역량,Dbf3b0950de,KOICA 전자조달_[지문] 에콰도르 국가 유전자원 데이터 은행 설립 및 역량.hwp | KOICA 전자조달_[지문] 에콰도르 국가 유전자원 데이터 은행 설립 및 역량 | [지문] 에콰도르 국가 유전자원 데이터 은행 설립 및 역량 | 에콰도르 국가 유전자원 데이터 은행 설립 및 역량 | KOICA전자조달지문에콰도르국가유전자원데이터은행설립및역량.hwp
58,재단법인 서울시복지재단_2025년 정보시스템 보안관제 서비스 용역,doc_2c2a0f1cda92,재단법인 서울시복지재단_2025년 정보시스템 보안관제 서비스 용역.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/재단법인 서울시복지재단_2025년 정보시스템 보안관제 서비스 용역.hwp,hwp,False,filler_sample,12,0,0,보안,0,True,similar_project_token,재단법인 서울시복지재단,2025년 정보시스템 보안관제 서비스 용역,보안,,,,,,,,,,,,missing,,58,재단법인 서울시복지재단_2025년 정보시스템 보안관제 서비스 용역,D2c2a0f1cda,재단법인 서울시복지재단_2025년 정보시스템 보안관제 서비스 용역.hwp | 재단법인 서울시복지재단_2025년 정보시스템 보안관제 서비스 용역 | 2025년 정보시스템 보안관제 서비스 용역 | 재단법인서울시복지재단2025년정보시스템보안관제서비스용역.hwp
